url;full_id;osm_id;name2;name1;person:name;Napis_na_pomniku;Opis;Artysta;Powstanie;Nazwa;memorial
Brak;n9565906418;9565906418;;;;Dąb pamięci posadzony dla uhonorowania kapitana Edmunda Cezarego Gaussa, ur. 12.12.1905r. w Poznaniu, zamordowanego strzałem w tył głowy przez NKWD w Katyniu w roku 1940;Brak;Brak;Brak;Dąb Edmunda Cezarego Gaussa;stone
Brak;n9566116980;9566116980;;;;Dąb Absolwenta Wydziału Technologii Drewna Uniwersytetu Przyrodniczego w Poznaniu (...);Brak;Brak;2016;Dąb Absolwenta;plaque
Brak;n9572680158;9572680158;;;;W tym domu 29 września 1988 tymczasowy zarząd regionu Wielkopolska NSZZ Solidarność otworzył jawny ośrodek konsultacyjno-informacyjny;Brak;Brak;2010;Miejsce jawnego ośrodka konsultacyjno-informacyjnego NSZZ Solidarność;plaque
Brak;n9572680159;9572680159;;;;Brak;Brak;Brak;Brak;Solidarność Walcząca;stone
Brak;n9653743909;9653743909;;;;"""... i te strzały nie były już dane w powietrze, ale do ludzi..."" - fragment mowy mec. Stanisława Hejmowskiego z 16.10.1956 roku / W 60. rocznicę Poznańskiego Czerwca '56 roku Wojewoda Wielkopolski Zbigniew Hoffmann";Brak;Brak;2016;60. rocznica Poznańskiego Czerwca 1956;plaque
Brak;n9653743910;9653743910;;;;Brak;Brak;Brak;Brak;Prof. Andrzej Koszewski;plaque
Brak;n9653743911;9653743911;;;;Brak;Brak;Brak;Brak;Szkoła-pomnik 1000-lecia nr 939;plaque
Brak;n9653743912;9653743912;;;;Brak;Brak;Brak;2008;Witold Pilecki;plaque
Brak;n9653743913;9653743913;;;;Brak;Brak;Brak;Brak;Arkady Fiedler;plaque
Brak;n9653743914;9653743914;;;;"W ""Domu Tramwajarza"" przy ul. Słowackiego w latach 1926-1931 mieszkał generał Józef Haller, który po długiej niewoli w imieniu narodu w lutym 1920 roku dokonał symbolicznego objęcia polskiego Bałtyku. W 85 rocznicę ""Zaślubin z Morzem"", Poznaniacy.";Brak;Brak;2005;Miejsce zamieszkania Józefa Hallera;plaque
Brak;n9653743915;9653743915;;;;Brak;Brak;Brak;Brak;Prof. Jerzy Regulski;plaque
Brak;n9653743916;9653743916;;;;Brak;Brak;Brak;2021;Sala gimnastyczna im. Wiktora Haglauera;plaque
Brak;n9653778522;9653778522;;;;Brak;Brak;Brak;Brak;Ppłk Stanisław Kasznica i ppor. Jan Kasznica;stone
Brak;n9653778523;9653778523;;;;Brak;Brak;Brak;Brak;Stefan Borsukiewicz;stone
Brak;n9653778526;9653778526;;;;Brak;Brak;Brak;Brak;Hm. Jerzy Chrzanowski;stone
Brak;n9654621625;9654621625;;;;Brak;Brak;Brak;Brak;Miejsce narodzin Arkadego Fiedlera;plaque
Brak;n9658671885;9658671885;;;;Brak;Brak;Brak;1933;Cokół pomnika Józefa Piłsudskiego;
Brak;n9678524707;9678524707;;;;"Ostatni kurs Gracjana
12.04.2021";Brak;Brak;Brak;Ostatni kurs Gracjana;ghost_bike
Brak;n9714617397;9714617397;;;;W roku jubileuszu 30-lecia Szkoły Podstawowej nr 50. Dyrekcja i Społeczność Szkoły oraz Rada Osiedla Żegrze. Poznań, 14.10.2020;Brak;Brak;2020;"Dąb ""Generał""";stone
Brak;n9714617399;9714617399;;;;Szkoła Podstawowa nr 14 im. Władysława Łokietka w Poznaniu;Brak;Brak;Brak;Szkoła Podstawowa nr 14 im. Władysława Łokietka;plaque
Brak;n9714617400;9714617400;;;;Teatr letni zbudowany czynem społecznym młodzieży, mieszkańców i zakładów pracy dzielnicy Poznań-Nowe Miasto pod patronatem Związku Młodzieży Socjalistycznej. Poznań, lipiec 1970 r.;Brak;Brak;1970;Teatr letni;plaque
Brak;n9730706585;9730706585;;;;Brak;Brak;Brak;Brak;X. Stanisław Kostka Kinosowicz;plaque
Brak;n9730706586;9730706586;;;;Brak;Brak;Brak;1856;Pomnik Niepokalanego Poczęcia Marii Panny;
Brak;n9730706587;9730706587;;;;Brak;Brak;Brak;Brak;X. Walenty Zientkiewicz;plaque
Brak;n9730706590;9730706590;;;;Brak;Brak;Brak;Brak;Matka Boża z Dzieciątkiem;statue
Brak;n9730768225;9730768225;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9730768227;9730768227;;;;Dąb pamięci por. Zenona Szczepańskiego ur. 03.12.1907 w Strzelnie. Zamordowanego strzałem w tył głowy przez NKWD w Charkowie w roku 1940;Brak;Brak;Brak;Dąb por. Zenona Szczepańskiego;stone
Brak;n9739438121;9739438121;;;;Brak;Brak;Brak;1986;Prof. Zbyszko Tucholka;stone
Brak;n9739438123;9739438123;;;;Dąb Monument posadzony dnia 22 września 2019 przez uczestników zjazdu zorganizowanego z okazji 100-lecia Koła Leśników Uniwersytetu Przyrodniczego w Poznaniu;Brak;Brak;2019;Dąb Monument;plaque
Brak;n9739438125;9739438125;;;;Brak;Brak;Brak;1960;Dr Stanisław Runge;plaque
Brak;n9739438126;9739438126;;;;Brak;Brak;Brak;2009;Dąb prof. Edwarda Ralskiego;plaque
Brak;n9739438128;9739438128;;;;Siewca - dar społeczeństwa Wielkopolski. Autor Marcin Rożek 1885-1944 zginął w Oświęcimiu. 1979. Odlew wykonany w Z. M. Pomet.;Brak;Brak;1979;Marcin Rożek;plaque
Brak;n9739438129;9739438129;;;;Brak;Brak;Brak;1995;125-lecie studiów rolniczych w Wielkopolsce i 75-lecie akademickich studiów rolniczych i leśnych w Poznaniu;plaque
Brak;n9739438138;9739438138;;;;Dąb pamięci por. Leona Stefana Lebensarta, ur. 09.08.1900 w Dobromilu zamordowanego strzałem w tył głowy przez NKWD w roku 1940;Brak;Brak;Brak;Dąb por. Leona Stefana Lebensarta;stone
Brak;n9739438141;9739438141;;;;90 poległym na wiekopomną cześć i chwałę, Gmina Winiary 1923. Poległym w I Wojnie Światowej 1914-1918. Bohaterom poległym na polu chwały 1918-1919. Obrońcom ojczyzny przed najazdem bolszewickim.;Brak;Brak;2021;Pomnik Poległych Winiarczyków;
Brak;n9739438142;9739438142;;;;Dąb pamięci Stanisława Bręczewskiego, posterunkowego Policji Państwowej, więźnia Ostaszkowa, ur. 02.10.1911r. w Winiarach, zamordowanego strzałem w tył głowy przez NKWD w kwietniu 1940r.w Twerze;Brak;Brak;2014;Dąb Stanisława Bręczewskiego;stone
Brak;n9739559601;9739559601;;;;Lipa srebrzysta posadzona 10 października 2019 z okazji jubileuszu 100-lecia studiów rolniczo-leśnych w Poznaniu przez Stowarzyszenie Absolwentów UPP;Brak;Brak;Brak;Lipa srebrzysta;plaque
Brak;n9739559603;9739559603;;;;Brak;Brak;Brak;2021;Dr Tadeusz Krokowski;stone
Brak;n9739559604;9739559604;;;;Brak;Brak;Brak;2010;Dąb dr Tadeusza Krokowskiego;stone
Brak;n9739559608;9739559608;;;;Brak;Brak;Brak;2010;Dąb Zygmunta Młot-Przepałkowskiego;plaque
Brak;n9739559614;9739559614;;;;Brak;Brak;Brak;Brak;Prof. Stefan Barbacki;stone
Brak;n9744931004;9744931004;;;;Pamięć o nich pozostanie na zawsze. Społeczeństwo Nowego Miasta.;Brak;Brak;Brak;Pomnik poległych w walkach o Poznań 1939;
Brak;n9747024208;9747024208;;;;Brak;Brak;Brak;Brak;Tablica Bohaterskich Żołnierzy 14. Wielkopolskiej Dywizji Piechoty;plaque
Brak;n9747024209;9747024209;;;;Brak;Brak;M. Skrzypczak;Brak;Pomnik pomordowanych w hitlerowskich obozach koncentracyjnych;
Brak;n9825583905;9825583905;;;;Obiekt sportowo-rekreacyjny wybudowany w czynie społecznym przez komitet mieszkańców Naramowic dla uczczenia 25-lecia PRL. Poznań 1969;Brak;Brak;Brak;Obiekt wybudowany w czynie społecznym przez komitet mieszkańców Naramowic;
Brak;n9825596119;9825596119;;;;Brak;Brak;Brak;Brak;Głaz ofiar bezsensownych i niszczycielskich wojen;stone
Brak;n9856165457;9856165457;;;;Drzewa ufundowane i posadzone przez uczniów i absolwentów oraz nauczycieli i pracowników szkoły z okazji Jubileuszu 25-lecia ZSO nr 4 im. ks. prof. J. Tischnera w Poznaniu. Poznań 2017;Brak;Brak;2017;Drzewa 25-lecia ZSO nr 4;plaque
